num_ecs,num_fsds,num_ssds,num_layers,neurons,dropout,act_func,l_rate,epochs,batch_size,train_ds,val_ds
11,11,11,2,158,0.0,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,94,0.0,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,123,0.2,sigmoid,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,284,0.4,relu,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,492,0.0,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,372,0.0,relu,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,454,0.2,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,289,0.0,tanh,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,482,0.0,relu,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,170,0.2,relu,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,45,0.4,relu,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,472,0.0,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,286,0.4,relu,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,447,0.0,sigmoid,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,150,0.4,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,483,0.4,sigmoid,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,312,0.2,sigmoid,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,428,0.4,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,235,0.2,sigmoid,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,27,0.4,relu,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,325,0.0,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,453,0.2,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,358,0.0,sigmoid,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,401,0.4,sigmoid,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,223,0.4,relu,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,137,0.0,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,325,0.4,relu,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,205,0.2,tanh,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,107,0.4,tanh,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,121,0.0,relu,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,156,0.0,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,277,0.4,relu,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,225,0.2,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,414,0.4,tanh,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,213,0.2,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,176,0.0,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,159,0.0,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,99,0.0,tanh,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,30,0.0,relu,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,377,0.0,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,123,0.2,sigmoid,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,372,0.4,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,280,0.0,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,96,0.4,tanh,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,82,0.2,sigmoid,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,75,0.0,relu,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,445,0.2,tanh,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,108,0.0,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,60,0.2,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,233,0.4,sigmoid,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,286,0.2,sigmoid,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,343,0.2,tanh,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,28,0.2,tanh,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,467,0.2,tanh,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,398,0.2,tanh,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,135,0.4,relu,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,23,0.2,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,389,0.4,sigmoid,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,118,0.0,relu,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,151,0.2,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,236,0.2,tanh,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,437,0.2,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,62,0.2,sigmoid,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,368,0.0,tanh,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,335,0.2,relu,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,98,0.4,sigmoid,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,200,0.4,relu,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,182,0.4,relu,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,268,0.0,tanh,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,198,0.2,sigmoid,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,242,0.2,tanh,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,457,0.2,tanh,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,257,0.4,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,139,0.4,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,74,0.2,relu,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,214,0.4,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,234,0.4,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,354,0.4,tanh,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,368,0.4,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,412,0.4,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,495,0.2,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,359,0.4,tanh,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,362,0.0,sigmoid,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,399,0.4,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,83,0.4,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,393,0.2,sigmoid,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,308,0.2,tanh,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,229,0.0,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,226,0.4,relu,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,398,0.0,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,180,0.2,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,474,0.0,tanh,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,318,0.2,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,53,0.4,sigmoid,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,214,0.4,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,106,0.0,tanh,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,444,0.4,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,404,0.0,tanh,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,41,0.4,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,93,0.0,relu,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,189,0.0,sigmoid,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,222,0.2,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,493,0.4,sigmoid,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,429,0.0,relu,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,39,0.2,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,423,0.4,relu,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,202,0.2,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,126,0.2,tanh,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,395,0.2,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,210,0.0,tanh,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,97,0.0,tanh,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,269,0.2,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,82,0.0,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,127,0.0,tanh,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,409,0.4,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,270,0.0,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,261,0.4,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,231,0.0,relu,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,23,0.4,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,201,0.2,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,112,0.2,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,226,0.0,tanh,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,84,0.4,tanh,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,66,0.4,relu,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,66,0.4,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,450,0.0,relu,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,316,0.0,tanh,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,418,0.0,sigmoid,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,85,0.4,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,173,0.4,relu,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,434,0.4,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,281,0.0,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,361,0.2,tanh,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,268,0.0,relu,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,319,0.4,sigmoid,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,79,0.4,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,123,0.0,sigmoid,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,132,0.0,sigmoid,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,299,0.0,sigmoid,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,335,0.2,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,454,0.0,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,71,0.4,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,399,0.0,tanh,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,267,0.2,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,360,0.4,tanh,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,65,0.0,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,87,0.0,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,36,0.0,sigmoid,0.0001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,338,0.0,relu,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,497,0.4,relu,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,239,0.4,sigmoid,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,381,0.0,relu,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,256,0.2,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,245,0.2,sigmoid,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,210,0.2,relu,0.0001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,225,0.4,relu,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,58,0.4,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,301,0.0,tanh,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,123,0.2,tanh,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,51,0.2,tanh,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,267,0.2,sigmoid,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,336,0.4,relu,0.001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,218,0.0,tanh,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,294,0.2,relu,0.01,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,466,0.4,relu,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,3,45,0.0,tanh,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,304,0.4,relu,0.001,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,1,473,0.2,relu,0.01,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,4,121,0.2,sigmoid,0.01,100,64,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,110,0.4,relu,0.0001,100,32,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
11,11,11,2,369,0.0,tanh,0.001,100,128,datasets/7-5/train/class/ds_dti_pw_1_ec_train_20_100_10.csv,
