num_ecs,num_fsds,num_ssds,num_layers,neurons,dropout,act_func,l_rate,epochs,batch_size,train_ds,val_ds
11,11,11,3,459,0.2,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,471,0.2,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,165,0.4,relu,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,363,0.2,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,196,0.0,relu,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,206,0.0,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,248,0.4,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,477,0.0,relu,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,491,0.4,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,151,0.0,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,207,0.0,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,319,0.2,relu,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,410,0.0,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,282,0.4,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,250,0.0,sigmoid,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,15,0.0,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,259,0.4,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,114,0.2,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,40,0.2,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,139,0.4,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,208,0.2,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,341,0.2,sigmoid,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,457,0.2,sigmoid,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,179,0.2,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,321,0.2,tanh,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,131,0.2,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,312,0.0,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,27,0.2,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,130,0.4,tanh,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,316,0.0,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,480,0.4,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,302,0.0,relu,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,473,0.2,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,415,0.0,sigmoid,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,242,0.0,tanh,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,258,0.0,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,222,0.4,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,423,0.4,sigmoid,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,167,0.4,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,132,0.0,relu,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,207,0.2,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,172,0.4,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,247,0.2,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,350,0.2,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,20,0.0,sigmoid,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,295,0.2,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,491,0.0,relu,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,208,0.2,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,120,0.4,relu,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,365,0.0,sigmoid,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,384,0.2,tanh,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,219,0.2,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,79,0.4,sigmoid,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,390,0.0,relu,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,42,0.2,sigmoid,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,280,0.2,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,204,0.0,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,398,0.0,relu,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,347,0.2,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,289,0.2,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,234,0.4,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,315,0.0,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,326,0.4,sigmoid,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,157,0.2,relu,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,363,0.0,tanh,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,157,0.2,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,354,0.0,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,439,0.0,sigmoid,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,462,0.2,relu,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,322,0.4,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,432,0.2,relu,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,51,0.4,relu,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,124,0.2,sigmoid,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,391,0.0,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,192,0.2,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,150,0.4,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,17,0.4,relu,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,206,0.0,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,206,0.4,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,353,0.0,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,55,0.4,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,41,0.0,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,125,0.2,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,115,0.2,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,365,0.0,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,343,0.2,tanh,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,134,0.2,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,168,0.0,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,186,0.0,relu,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,371,0.4,sigmoid,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,20,0.2,tanh,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,485,0.0,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,266,0.4,relu,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,113,0.0,tanh,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,320,0.2,relu,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,178,0.2,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,383,0.0,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,310,0.0,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,190,0.0,sigmoid,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,64,0.4,sigmoid,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,298,0.4,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,300,0.2,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,384,0.4,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,162,0.0,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,112,0.2,sigmoid,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,423,0.0,sigmoid,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,220,0.0,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,162,0.0,relu,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,50,0.4,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,399,0.0,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,460,0.4,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,202,0.4,tanh,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,55,0.4,tanh,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,112,0.4,sigmoid,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,277,0.2,relu,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,360,0.4,tanh,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,332,0.4,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,248,0.0,sigmoid,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,58,0.0,relu,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,168,0.2,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,46,0.4,tanh,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,116,0.0,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,20,0.4,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,289,0.4,sigmoid,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,141,0.4,relu,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,354,0.0,sigmoid,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,45,0.4,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,42,0.2,relu,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,490,0.2,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,444,0.2,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,431,0.4,relu,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,84,0.0,tanh,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,376,0.0,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,17,0.4,tanh,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,192,0.2,tanh,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,246,0.4,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,312,0.4,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,381,0.0,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,499,0.0,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,195,0.4,relu,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,362,0.0,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,285,0.2,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,273,0.2,tanh,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,26,0.2,relu,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,342,0.2,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,401,0.4,sigmoid,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,189,0.4,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,126,0.2,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,172,0.0,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,333,0.2,sigmoid,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,102,0.2,relu,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,247,0.0,relu,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,370,0.0,tanh,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,342,0.0,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,432,0.4,relu,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,336,0.4,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,66,0.0,tanh,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,385,0.4,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,86,0.0,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,498,0.2,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,261,0.2,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,431,0.0,relu,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,450,0.4,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,163,0.4,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,232,0.0,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,377,0.2,relu,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,433,0.2,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,235,0.2,relu,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,187,0.0,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,244,0.0,relu,0.001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,330,0.2,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,499,0.4,tanh,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,54,0.4,sigmoid,0.0001,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,150,0.4,relu,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,235,0.0,tanh,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,287,0.4,sigmoid,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,314,0.2,sigmoid,0.01,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,414,0.0,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,315,0.4,tanh,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,141,0.2,tanh,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,1,442,0.2,relu,0.0001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,96,0.2,relu,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,79,0.4,sigmoid,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,311,0.2,relu,0.01,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,453,0.4,sigmoid,0.001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,231,0.2,tanh,0.001,100,64,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,4,79,0.4,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,447,0.0,sigmoid,0.0001,100,32,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,2,118,0.0,relu,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
11,11,11,3,140,0.4,sigmoid,0.01,100,128,datasets/7-5/train_orth/class/ds_orth_pw_1_ec_train_20_100_10.csv,
